season,keyword,polarity,TeamID
2008,NBA Atlanta Hawks,-0.084126984,1610612737
2008,NBA Boston Celtics,0.095420511,1610612738
2008,NBA Brooklyn Nets,0.092679289,1610612751
2008,NBA Charlotte Hornets,0.048395722,1610612766
2008,NBA Chicago Bulls,0.232767065,1610612741
2008,NBA Cleveland Cavaliers,0.024715909,1610612739
2008,NBA Dallas Mavericks,-0.017482517,1610612742
2008,NBA Denver Nuggets,-0.037116325,1610612743
2008,NBA Detroit Pistons,0.162606838,1610612765
2008,NBA Golden State Warriors,0.220170455,1610612744
2008,NBA Houston Rockets,-0.108333333,1610612745
2008,NBA Indiana Pacers,0.093315508,1610612754
2008,NBA Los Angeles Clippers,0.08882716,1610612746
2008,NBA Los Angeles Lakers,0.070399113,1610612747
2008,NBA Memphis Grizzlies,-0.023538961,1610612763
2008,NBA Miami Heat,0.042424242,1610612748
2008,NBA Milwaukee Bucks,0.046232057,1610612749
2008,NBA Minnesota Timberwolves,0.04080287,1610612750
2008,NBA New Orleans Pelicans,0.140969697,1610612740
2008,NBA New York Knicks,0.068473193,1610612752
2008,NBA Oklahoma City Thunder,-0.011286882,1610612760
2008,NBA Orlando Magic,0.371182528,1610612753
2008,NBA Philadelphia 76ers,0.073712121,1610612755
2008,NBA Phoenix Suns,-0.064912281,1610612756
2008,NBA Portland Trail Blazers,-0.112587413,1610612757
2008,NBA Sacramento Kings,-0.154166667,1610612758
2008,NBA San Antonio Spurs,0.097474747,1610612759
2008,NBA Toronto Raptors,0.001636003,1610612761
2008,NBA Utah Jazz,0.041948052,1610612762
2008,NBA Washington Wizards,0.086713287,1610612764
2009,NBA Atlanta Hawks,0.143358749,1610612737
2009,NBA Boston Celtics,0.104557259,1610612738
2009,NBA Brooklyn Nets,0.150318286,1610612751
2009,NBA Charlotte Hornets,0.061195961,1610612766
2009,NBA Chicago Bulls,0.121840488,1610612741
2009,NBA Cleveland Cavaliers,0.076493269,1610612739
2009,NBA Dallas Mavericks,0.092042892,1610612742
2009,NBA Denver Nuggets,0.076304327,1610612743
2009,NBA Detroit Pistons,0.114359285,1610612765
2009,NBA Golden State Warriors,0.265747483,1610612744
2009,NBA Houston Rockets,0.106707233,1610612745
2009,NBA Indiana Pacers,0.060540858,1610612754
2009,NBA Los Angeles Clippers,0.068801383,1610612746
2009,NBA Los Angeles Lakers,0.115729731,1610612747
2009,NBA Memphis Grizzlies,0.068191373,1610612763
2009,NBA Miami Heat,0.072546612,1610612748
2009,NBA Milwaukee Bucks,0.05109242,1610612749
2009,NBA Minnesota Timberwolves,0.062074265,1610612750
2009,NBA New Orleans Pelicans,0.13840025,1610612740
2009,NBA New York Knicks,0.139049382,1610612752
2009,NBA Oklahoma City Thunder,0.096042546,1610612760
2009,NBA Orlando Magic,0.387650189,1610612753
2009,NBA Philadelphia 76ers,0.089301483,1610612755
2009,NBA Phoenix Suns,0.083248166,1610612756
2009,NBA Portland Trail Blazers,0.128311847,1610612757
2009,NBA Sacramento Kings,0.049474225,1610612758
2009,NBA San Antonio Spurs,0.073767126,1610612759
2009,NBA Toronto Raptors,0.092359051,1610612761
2009,NBA Utah Jazz,0.073920529,1610612762
2009,NBA Washington Wizards,0.087348238,1610612764
2010,NBA Atlanta Hawks,0.057177124,1610612737
2010,NBA Boston Celtics,0.061544568,1610612738
2010,NBA Brooklyn Nets,0.14197344,1610612751
2010,NBA Charlotte Hornets,0.053845957,1610612766
2010,NBA Chicago Bulls,0.09450103,1610612741
2010,NBA Cleveland Cavaliers,0.057643878,1610612739
2010,NBA Dallas Mavericks,0.014051788,1610612742
2010,NBA Denver Nuggets,0.056574458,1610612743
2010,NBA Detroit Pistons,0.070884598,1610612765
2010,NBA Golden State Warriors,0.24592287,1610612744
2010,NBA Houston Rockets,0.083908734,1610612745
2010,NBA Indiana Pacers,0.059547168,1610612754
2010,NBA Los Angeles Clippers,0.082022475,1610612746
2010,NBA Los Angeles Lakers,0.07771401,1610612747
2010,NBA Memphis Grizzlies,0.050972929,1610612763
2010,NBA Miami Heat,0.062565796,1610612748
2010,NBA Milwaukee Bucks,0.073551698,1610612749
2010,NBA Minnesota Timberwolves,0.055093526,1610612750
2010,NBA New Orleans Pelicans,0.13867949,1610612740
2010,NBA New York Knicks,0.140665815,1610612752
2010,NBA Oklahoma City Thunder,0.044133453,1610612760
2010,NBA Orlando Magic,0.310511009,1610612753
2010,NBA Philadelphia 76ers,0.076558914,1610612755
2010,NBA Phoenix Suns,0.055956542,1610612756
2010,NBA Portland Trail Blazers,0.063485245,1610612757
2010,NBA Sacramento Kings,0.070388429,1610612758
2010,NBA San Antonio Spurs,0.060086817,1610612759
2010,NBA Toronto Raptors,0.02086604,1610612761
2010,NBA Utah Jazz,0.0527927,1610612762
2010,NBA Washington Wizards,0.022729662,1610612764
2011,NBA Atlanta Hawks,0.062922908,1610612737
2011,NBA Boston Celtics,0.041863359,1610612738
2011,NBA Brooklyn Nets,0.132267356,1610612751
2011,NBA Charlotte Hornets,0.06850223,1610612766
2011,NBA Chicago Bulls,0.172703156,1610612741
2011,NBA Cleveland Cavaliers,0.04008858,1610612739
2011,NBA Dallas Mavericks,0.072839925,1610612742
2011,NBA Denver Nuggets,0.085356055,1610612743
2011,NBA Detroit Pistons,0.059648385,1610612765
2011,NBA Golden State Warriors,0.254337934,1610612744
2011,NBA Houston Rockets,0.082074741,1610612745
2011,NBA Indiana Pacers,0.086582568,1610612754
2011,NBA Los Angeles Clippers,0.066566141,1610612746
2011,NBA Los Angeles Lakers,0.027890136,1610612747
2011,NBA Memphis Grizzlies,0.084820009,1610612763
2011,NBA Miami Heat,0.161556326,1610612748
2011,NBA Milwaukee Bucks,0.093183296,1610612749
2011,NBA Minnesota Timberwolves,0.086888572,1610612750
2011,NBA New Orleans Pelicans,0.147667315,1610612740
2011,NBA New York Knicks,0.149982333,1610612752
2011,NBA Oklahoma City Thunder,0.084213504,1610612760
2011,NBA Orlando Magic,0.290809258,1610612753
2011,NBA Philadelphia 76ers,0.064438114,1610612755
2011,NBA Phoenix Suns,0.080187146,1610612756
2011,NBA Portland Trail Blazers,0.079660985,1610612757
2011,NBA Sacramento Kings,0.094373843,1610612758
2011,NBA San Antonio Spurs,0.039059827,1610612759
2011,NBA Toronto Raptors,0.06998517,1610612761
2011,NBA Utah Jazz,0.082054629,1610612762
2011,NBA Washington Wizards,0.087932855,1610612764
2012,NBA Atlanta Hawks,0.05902121,1610612737
2012,NBA Boston Celtics,0.080933158,1610612738
2012,NBA Brooklyn Nets,0.088406555,1610612751
2012,NBA Charlotte Hornets,0.079221266,1610612766
2012,NBA Chicago Bulls,0.106007997,1610612741
2012,NBA Cleveland Cavaliers,0.079911205,1610612739
2012,NBA Dallas Mavericks,0.027540679,1610612742
2012,NBA Denver Nuggets,0.066793454,1610612743
2012,NBA Detroit Pistons,0.089392164,1610612765
2012,NBA Golden State Warriors,0.234620803,1610612744
2012,NBA Houston Rockets,0.063229364,1610612745
2012,NBA Indiana Pacers,0.075597289,1610612754
2012,NBA Los Angeles Clippers,0.050957434,1610612746
2012,NBA Los Angeles Lakers,0.056916339,1610612747
2012,NBA Memphis Grizzlies,0.074869845,1610612763
2012,NBA Miami Heat,0.108878977,1610612748
2012,NBA Milwaukee Bucks,0.059402041,1610612749
2012,NBA Minnesota Timberwolves,0.075687813,1610612750
2012,NBA New Orleans Pelicans,0.139502783,1610612740
2012,NBA New York Knicks,0.130054271,1610612752
2012,NBA Oklahoma City Thunder,0.072559425,1610612760
2012,NBA Orlando Magic,0.362197899,1610612753
2012,NBA Philadelphia 76ers,0.070539357,1610612755
2012,NBA Phoenix Suns,0.073898437,1610612756
2012,NBA Portland Trail Blazers,0.080588807,1610612757
2012,NBA Sacramento Kings,0.068106515,1610612758
2012,NBA San Antonio Spurs,0.070030907,1610612759
2012,NBA Toronto Raptors,0.078933719,1610612761
2012,NBA Utah Jazz,0.044675193,1610612762
2012,NBA Washington Wizards,0.054681354,1610612764
2013,NBA Atlanta Hawks,0.027254611,1610612737
2013,NBA Boston Celtics,0.04994466,1610612738
2013,NBA Brooklyn Nets,0.056360944,1610612751
2013,NBA Charlotte Hornets,0.088303274,1610612766
2013,NBA Chicago Bulls,0.161685367,1610612741
2013,NBA Cleveland Cavaliers,0.068891642,1610612739
2013,NBA Dallas Mavericks,0.04772556,1610612742
2013,NBA Denver Nuggets,0.044142809,1610612743
2013,NBA Detroit Pistons,0.090402352,1610612765
2013,NBA Golden State Warriors,0.243258628,1610612744
2013,NBA Houston Rockets,0.050366297,1610612745
2013,NBA Indiana Pacers,0.054466254,1610612754
2013,NBA Los Angeles Clippers,0.064225269,1610612746
2013,NBA Los Angeles Lakers,0.096838839,1610612747
2013,NBA Memphis Grizzlies,0.059864781,1610612763
2013,NBA Miami Heat,0.085885819,1610612748
2013,NBA Milwaukee Bucks,0.067266501,1610612749
2013,NBA Minnesota Timberwolves,0.069242531,1610612750
2013,NBA New Orleans Pelicans,0.130895428,1610612740
2013,NBA New York Knicks,0.136048001,1610612752
2013,NBA Oklahoma City Thunder,0.059485756,1610612760
2013,NBA Orlando Magic,0.316351117,1610612753
2013,NBA Philadelphia 76ers,0.020221846,1610612755
2013,NBA Phoenix Suns,0.045429859,1610612756
2013,NBA Portland Trail Blazers,0.076884656,1610612757
2013,NBA Sacramento Kings,0.07948417,1610612758
2013,NBA San Antonio Spurs,0.05358229,1610612759
2013,NBA Toronto Raptors,0.041303249,1610612761
2013,NBA Utah Jazz,0.05966572,1610612762
2013,NBA Washington Wizards,0.060922037,1610612764
2014,NBA Atlanta Hawks,0.063823012,1610612737
2014,NBA Boston Celtics,0.026211411,1610612738
2014,NBA Brooklyn Nets,0.030630686,1610612751
2014,NBA Charlotte Hornets,0.089561983,1610612766
2014,NBA Chicago Bulls,0.131147357,1610612741
2014,NBA Cleveland Cavaliers,0.104114266,1610612739
2014,NBA Dallas Mavericks,0.066073407,1610612742
2014,NBA Denver Nuggets,0.118980751,1610612743
2014,NBA Detroit Pistons,0.078243073,1610612765
2014,NBA Golden State Warriors,0.246287327,1610612744
2014,NBA Houston Rockets,0.067038272,1610612745
2014,NBA Indiana Pacers,0.06406699,1610612754
2014,NBA Los Angeles Clippers,0.073039989,1610612746
2014,NBA Los Angeles Lakers,0.048903898,1610612747
2014,NBA Memphis Grizzlies,0.060655716,1610612763
2014,NBA Miami Heat,0.093173252,1610612748
2014,NBA Milwaukee Bucks,0.074555157,1610612749
2014,NBA Minnesota Timberwolves,0.066602061,1610612750
2014,NBA New Orleans Pelicans,0.137345023,1610612740
2014,NBA New York Knicks,0.136776877,1610612752
2014,NBA Oklahoma City Thunder,0.091681875,1610612760
2014,NBA Orlando Magic,0.314255228,1610612753
2014,NBA Philadelphia 76ers,0.082202977,1610612755
2014,NBA Phoenix Suns,0.087422034,1610612756
2014,NBA Portland Trail Blazers,0.039919186,1610612757
2014,NBA Sacramento Kings,0.082003378,1610612758
2014,NBA San Antonio Spurs,0.101841887,1610612759
2014,NBA Toronto Raptors,0.097414264,1610612761
2014,NBA Utah Jazz,0.081904155,1610612762
2014,NBA Washington Wizards,0.063952277,1610612764
2015,NBA Atlanta Hawks,0.078110665,1610612737
2015,NBA Boston Celtics,0.082010908,1610612738
2015,NBA Brooklyn Nets,0.022929106,1610612751
2015,NBA Charlotte Hornets,0.075613688,1610612766
2015,NBA Chicago Bulls,0.129225797,1610612741
2015,NBA Cleveland Cavaliers,0.099205406,1610612739
2015,NBA Dallas Mavericks,0.090879293,1610612742
2015,NBA Denver Nuggets,0.067896026,1610612743
2015,NBA Detroit Pistons,0.114033374,1610612765
2015,NBA Golden State Warriors,0.25237966,1610612744
2015,NBA Houston Rockets,0.092839069,1610612745
2015,NBA Indiana Pacers,0.095601863,1610612754
2015,NBA Los Angeles Clippers,0.074060229,1610612746
2015,NBA Los Angeles Lakers,0.04707019,1610612747
2015,NBA Memphis Grizzlies,0.068592428,1610612763
2015,NBA Miami Heat,0.062902581,1610612748
2015,NBA Milwaukee Bucks,0.068546581,1610612749
2015,NBA Minnesota Timberwolves,0.032363988,1610612750
2015,NBA New Orleans Pelicans,0.126799247,1610612740
2015,NBA New York Knicks,0.11943656,1610612752
2015,NBA Oklahoma City Thunder,0.082283509,1610612760
2015,NBA Orlando Magic,0.2857519,1610612753
2015,NBA Philadelphia 76ers,0.045721107,1610612755
2015,NBA Phoenix Suns,0.081582884,1610612756
2015,NBA Portland Trail Blazers,0.066850693,1610612757
2015,NBA Sacramento Kings,0.09095701,1610612758
2015,NBA San Antonio Spurs,0.09627049,1610612759
2015,NBA Toronto Raptors,0.075398916,1610612761
2015,NBA Utah Jazz,0.020494784,1610612762
2015,NBA Washington Wizards,0.07374025,1610612764
2016,NBA Atlanta Hawks,0.085839431,1610612737
2016,NBA Boston Celtics,0.082303237,1610612738
2016,NBA Brooklyn Nets,0.037647737,1610612751
2016,NBA Charlotte Hornets,0.040364856,1610612766
2016,NBA Chicago Bulls,0.072652821,1610612741
2016,NBA Cleveland Cavaliers,0.077326878,1610612739
2016,NBA Dallas Mavericks,0.064069469,1610612742
2016,NBA Denver Nuggets,0.075441008,1610612743
2016,NBA Detroit Pistons,0.071650855,1610612765
2016,NBA Golden State Warriors,0.232733367,1610612744
2016,NBA Houston Rockets,0.089292446,1610612745
2016,NBA Indiana Pacers,0.076209048,1610612754
2016,NBA Los Angeles Clippers,0.077626542,1610612746
2016,NBA Los Angeles Lakers,0.086270358,1610612747
2016,NBA Memphis Grizzlies,0.078497415,1610612763
2016,NBA Miami Heat,0.053315468,1610612748
2016,NBA Milwaukee Bucks,0.06829218,1610612749
2016,NBA Minnesota Timberwolves,0.069702766,1610612750
2016,NBA New Orleans Pelicans,0.1283444,1610612740
2016,NBA New York Knicks,0.146612908,1610612752
2016,NBA Oklahoma City Thunder,0.07696446,1610612760
2016,NBA Orlando Magic,0.323548336,1610612753
2016,NBA Philadelphia 76ers,0.059864968,1610612755
2016,NBA Phoenix Suns,0.055894025,1610612756
2016,NBA Portland Trail Blazers,0.055197387,1610612757
2016,NBA Sacramento Kings,0.082836862,1610612758
2016,NBA San Antonio Spurs,0.074161112,1610612759
2016,NBA Toronto Raptors,0.017119688,1610612761
2016,NBA Utah Jazz,0.091603895,1610612762
2016,NBA Washington Wizards,0.059776849,1610612764
2017,NBA Atlanta Hawks,0.067452326,1610612737
2017,NBA Boston Celtics,0.080969823,1610612738
2017,NBA Brooklyn Nets,0.056940138,1610612751
2017,NBA Charlotte Hornets,0.073580756,1610612766
2017,NBA Chicago Bulls,0.067358268,1610612741
2017,NBA Cleveland Cavaliers,0.097510526,1610612739
2017,NBA Dallas Mavericks,0.095031298,1610612742
2017,NBA Denver Nuggets,0.093482044,1610612743
2017,NBA Detroit Pistons,0.053849742,1610612765
2017,NBA Golden State Warriors,0.215342628,1610612744
2017,NBA Houston Rockets,0.063200471,1610612745
2017,NBA Indiana Pacers,0.048328698,1610612754
2017,NBA Los Angeles Clippers,0.055475472,1610612746
2017,NBA Los Angeles Lakers,0.078996823,1610612747
2017,NBA Memphis Grizzlies,0.080176149,1610612763
2017,NBA Miami Heat,0.094388481,1610612748
2017,NBA Milwaukee Bucks,0.090431891,1610612749
2017,NBA Minnesota Timberwolves,0.0929232,1610612750
2017,NBA New Orleans Pelicans,0.148537636,1610612740
2017,NBA New York Knicks,0.128444012,1610612752
2017,NBA Oklahoma City Thunder,0.084511583,1610612760
2017,NBA Orlando Magic,0.267133666,1610612753
2017,NBA Philadelphia 76ers,0.086681061,1610612755
2017,NBA Phoenix Suns,0.076704667,1610612756
2017,NBA Portland Trail Blazers,0.053230758,1610612757
2017,NBA Sacramento Kings,0.086524275,1610612758
2017,NBA San Antonio Spurs,0.086107118,1610612759
2017,NBA Toronto Raptors,0.024620191,1610612761
2017,NBA Utah Jazz,0.089576209,1610612762
2017,NBA Washington Wizards,0.06496109,1610612764
2018,NBA Atlanta Hawks,0.090247308,1610612737
2018,NBA Boston Celtics,0.093484919,1610612738
2018,NBA Brooklyn Nets,0.098099381,1610612751
2018,NBA Charlotte Hornets,0.074981288,1610612766
2018,NBA Chicago Bulls,0.082693655,1610612741
2018,NBA Cleveland Cavaliers,0.091156783,1610612739
2018,NBA Dallas Mavericks,0.096377597,1610612742
2018,NBA Denver Nuggets,0.097299999,1610612743
2018,NBA Detroit Pistons,0.087503191,1610612765
2018,NBA Golden State Warriors,0.225938278,1610612744
2018,NBA Houston Rockets,0.068561962,1610612745
2018,NBA Indiana Pacers,0.099100864,1610612754
2018,NBA Los Angeles Clippers,0.07415888,1610612746
2018,NBA Los Angeles Lakers,0.088532345,1610612747
2018,NBA Memphis Grizzlies,0.094633119,1610612763
2018,NBA Miami Heat,0.081826968,1610612748
2018,NBA Milwaukee Bucks,0.087374402,1610612749
2018,NBA Minnesota Timberwolves,0.098124348,1610612750
2018,NBA New Orleans Pelicans,0.140471799,1610612740
2018,NBA New York Knicks,0.110321882,1610612752
2018,NBA Oklahoma City Thunder,0.113420764,1610612760
2018,NBA Orlando Magic,0.238477143,1610612753
2018,NBA Philadelphia 76ers,0.094967771,1610612755
2018,NBA Phoenix Suns,0.095539352,1610612756
2018,NBA Portland Trail Blazers,0.072630055,1610612757
2018,NBA Sacramento Kings,0.080573423,1610612758
2018,NBA San Antonio Spurs,0.100557943,1610612759
2018,NBA Toronto Raptors,0.090248463,1610612761
2018,NBA Utah Jazz,0.11260847,1610612762
2018,NBA Washington Wizards,0.068112305,1610612764
2019,NBA Atlanta Hawks,0.095757419,1610612737
2019,NBA Boston Celtics,0.112803521,1610612738
2019,NBA Brooklyn Nets,0.049819034,1610612751
2019,NBA Charlotte Hornets,0.068306926,1610612766
2019,NBA Chicago Bulls,0.08371934,1610612741
2019,NBA Cleveland Cavaliers,0.087041585,1610612739
2019,NBA Dallas Mavericks,0.081306766,1610612742
2019,NBA Denver Nuggets,0.116695779,1610612743
2019,NBA Detroit Pistons,0.098579475,1610612765
2019,NBA Golden State Warriors,0.219904336,1610612744
2019,NBA Houston Rockets,0.042407041,1610612745
2019,NBA Indiana Pacers,0.080606428,1610612754
2019,NBA Los Angeles Clippers,0.099787327,1610612746
2019,NBA Los Angeles Lakers,0.081736022,1610612747
2019,NBA Memphis Grizzlies,0.086191532,1610612763
2019,NBA Miami Heat,0.102164359,1610612748
2019,NBA Milwaukee Bucks,0.124684756,1610612749
2019,NBA Minnesota Timberwolves,0.084125384,1610612750
2019,NBA New Orleans Pelicans,0.136394942,1610612740
2019,NBA New York Knicks,0.08933803,1610612752
2019,NBA Oklahoma City Thunder,0.079799295,1610612760
2019,NBA Orlando Magic,0.186183616,1610612753
2019,NBA Philadelphia 76ers,0.10733688,1610612755
2019,NBA Phoenix Suns,0.088032986,1610612756
2019,NBA Portland Trail Blazers,0.089452793,1610612757
2019,NBA Sacramento Kings,0.116105084,1610612758
2019,NBA San Antonio Spurs,0.106591498,1610612759
2019,NBA Toronto Raptors,0.114868252,1610612761
2019,NBA Utah Jazz,0.119615694,1610612762
2019,NBA Washington Wizards,0.05946982,1610612764
2020,NBA Atlanta Hawks,0.105458727,1610612737
2020,NBA Boston Celtics,0.078390918,1610612738
2020,NBA Brooklyn Nets,0.09012908,1610612751
2020,NBA Charlotte Hornets,0.076994956,1610612766
2020,NBA Chicago Bulls,0.107733819,1610612741
2020,NBA Cleveland Cavaliers,0.082936192,1610612739
2020,NBA Dallas Mavericks,0.074768631,1610612742
2020,NBA Denver Nuggets,0.000588408,1610612743
2020,NBA Detroit Pistons,0.074657385,1610612765
2020,NBA Golden State Warriors,0.206307681,1610612744
2020,NBA Houston Rockets,0.075954474,1610612745
2020,NBA Indiana Pacers,0.061559282,1610612754
2020,NBA Los Angeles Clippers,0.086295048,1610612746
2020,NBA Los Angeles Lakers,0.083646309,1610612747
2020,NBA Memphis Grizzlies,0.086294652,1610612763
2020,NBA Miami Heat,0.09822232,1610612748
2020,NBA Milwaukee Bucks,0.103650814,1610612749
2020,NBA Minnesota Timberwolves,0.083733252,1610612750
2020,NBA New Orleans Pelicans,0.131460159,1610612740
2020,NBA New York Knicks,0.143963209,1610612752
2020,NBA Oklahoma City Thunder,0.0511116,1610612760
2020,NBA Orlando Magic,0.218912802,1610612753
2020,NBA Philadelphia 76ers,0.098907936,1610612755
2020,NBA Phoenix Suns,0.083188598,1610612756
2020,NBA Portland Trail Blazers,0.08325353,1610612757
2020,NBA Sacramento Kings,0.093528486,1610612758
2020,NBA San Antonio Spurs,0.091726612,1610612759
2020,NBA Toronto Raptors,0.071849818,1610612761
2020,NBA Utah Jazz,0.096140932,1610612762
2020,NBA Washington Wizards,0.077408177,1610612764
2021,NBA Atlanta Hawks,0.086968287,1610612737
2021,NBA Boston Celtics,0.098919523,1610612738
2021,NBA Brooklyn Nets,0.066252554,1610612751
2021,NBA Charlotte Hornets,0.077000681,1610612766
2021,NBA Chicago Bulls,0.110624562,1610612741
2021,NBA Cleveland Cavaliers,0.060471427,1610612739
2021,NBA Dallas Mavericks,0.064682431,1610612742
2021,NBA Denver Nuggets,0.073990355,1610612743
2021,NBA Detroit Pistons,0.067623385,1610612765
2021,NBA Golden State Warriors,0.225482046,1610612744
2021,NBA Houston Rockets,0.053614388,1610612745
2021,NBA Indiana Pacers,0.057987609,1610612754
2021,NBA Los Angeles Clippers,0.069863045,1610612746
2021,NBA Los Angeles Lakers,0.111619975,1610612747
2021,NBA Memphis Grizzlies,0.062128884,1610612763
2021,NBA Miami Heat,0.109369761,1610612748
2021,NBA Milwaukee Bucks,0.104262227,1610612749
2021,NBA Minnesota Timberwolves,0.049470576,1610612750
2021,NBA New Orleans Pelicans,0.123538205,1610612740
2021,NBA New York Knicks,0.141173859,1610612752
2021,NBA Oklahoma City Thunder,0.077089174,1610612760
2021,NBA Orlando Magic,0.231509415,1610612753
2021,NBA Philadelphia 76ers,0.067818979,1610612755
2021,NBA Phoenix Suns,0.096911788,1610612756
2021,NBA Portland Trail Blazers,0.086264064,1610612757
2021,NBA Sacramento Kings,0.102017567,1610612758
2021,NBA San Antonio Spurs,0.085126,1610612759
2021,NBA Toronto Raptors,0.092490222,1610612761
2021,NBA Utah Jazz,0.131423975,1610612762
2021,NBA Washington Wizards,0.061059717,1610612764
2022,NBA Atlanta Hawks,0.10637493,1610612737
2022,NBA Boston Celtics,0.104781127,1610612738
2022,NBA Brooklyn Nets,0.105407196,1610612751
2022,NBA Charlotte Hornets,0.089017324,1610612766
2022,NBA Chicago Bulls,0.077466859,1610612741
2022,NBA Cleveland Cavaliers,0.110140258,1610612739
2022,NBA Dallas Mavericks,0.081642487,1610612742
2022,NBA Denver Nuggets,0.104245399,1610612743
2022,NBA Detroit Pistons,0.093511797,1610612765
2022,NBA Golden State Warriors,0.1563181,1610612744
2022,NBA Houston Rockets,0.100426279,1610612745
2022,NBA Indiana Pacers,0.083871624,1610612754
2022,NBA Los Angeles Clippers,0.088036191,1610612746
2022,NBA Los Angeles Lakers,0.118809599,1610612747
2022,NBA Memphis Grizzlies,0.12311629,1610612763
2022,NBA Miami Heat,0.080952217,1610612748
2022,NBA Milwaukee Bucks,0.103363057,1610612749
2022,NBA Minnesota Timberwolves,0.092534995,1610612750
2022,NBA New Orleans Pelicans,0.135753255,1610612740
2022,NBA New York Knicks,0.132123555,1610612752
2022,NBA Oklahoma City Thunder,0.073706112,1610612760
2022,NBA Orlando Magic,0.238648271,1610612753
2022,NBA Philadelphia 76ers,0.112566511,1610612755
2022,NBA Phoenix Suns,0.057451106,1610612756
2022,NBA Portland Trail Blazers,0.068214895,1610612757
2022,NBA Sacramento Kings,0.10368151,1610612758
2022,NBA San Antonio Spurs,0.112905373,1610612759
2022,NBA Toronto Raptors,0.107153298,1610612761
2022,NBA Utah Jazz,0.078237676,1610612762
2022,NBA Washington Wizards,0.128028256,1610612764